date,open,high,low,close,volume
2020-01-01,50.39445300895235,112.15908724477666,47.82407767546033,58.31659535282343,115075
2020-01-02,90.27390230550671,99.69885223772617,88.92650314863666,96.76676138826748,512977
2020-01-03,77.24815850067199,105.39319914689133,28.067943534467595,48.55373222826968,450395
2020-01-04,51.031975642806174,53.73931239485725,36.579755651348904,49.65743942116406,980011
2020-01-05,87.20551300031951,98.7108246530461,61.1995114874081,93.69323553866337,658785
2020-01-06,59.89177693163471,87.80997323693761,44.600720597102885,74.54274455845889,205739
2020-01-07,89.52761445677459,108.05525515797096,82.84528458789134,97.69088765309672,165436
2020-01-08,57.776858210599656,76.23263332483094,21.372237062703505,49.75675261915598,542432
2020-01-09,66.55468731198975,101.30864970055876,51.23412340431469,58.451288837612864,764122
2020-01-10,77.59192738560014,88.62467477487104,24.42577386068741,59.18545070800894,217209
2020-01-11,93.87550451730293,115.15264683057393,34.92981928558641,61.145161118160004,604479
2020-01-12,62.44096119546635,92.90334477206191,29.236320554341575,33.52952664860057,807961
2020-01-13,61.28035034530228,109.41856551463545,41.33975106390106,87.56793131800995,239365
2020-01-14,66.5871135620136,66.81489393078066,25.582792033699434,52.43744889402852,415821
2020-01-15,63.53553377649634,67.12928041361613,30.786567999191654,35.41818867913395,516129
2020-01-16,66.8888692151007,105.9579269112628,61.79931713612352,92.66917782988153,472388
2020-01-17,84.32066005316466,100.23304305692457,63.64523386833324,72.18524603580028,963298
2020-01-18,55.0044381589684,110.44655836812154,38.66926838902762,39.1561119944039,960812
2020-01-19,73.04859861046504,101.35890730325923,42.626518941694755,61.68066391520621,980576
2020-01-20,76.15467149323774,106.50368671842052,41.695408001827715,66.94286576083181,558431
2020-01-21,77.23603925458046,101.00414384373657,46.43886596179142,69.45511849855792,172996
2020-01-22,58.60189860878238,111.53484793379724,22.473089036388547,98.57855952853004,813870
2020-01-23,57.66486914775304,73.04790670951168,43.96799509422067,59.206693261322215,334640
2020-01-24,66.76456987808122,75.5517610956403,45.7992617669888,74.03679103872398,603813
2020-01-25,64.32153066984503,87.91611338053865,27.57251681749076,39.83521162915899,390559
2020-01-26,53.89878863715501,116.922290023181,25.821728775359077,82.43870712698532,518491
2020-01-27,73.33492714896953,104.77149939226007,59.24072915913472,75.17674492319622,569124
2020-01-28,57.648517550734766,70.9095924343172,33.807349489904446,51.37863360801944,151693
2020-01-29,75.16179232907264,117.75474676224266,74.4245738421123,89.41731926863318,809274
2020-01-30,87.67198832823348,117.21767829781957,84.88317371344273,93.26206137623655,545167
2020-01-31,55.349195692953856,73.35081447211901,39.336581204086,42.302167594340744,965804
2020-02-01,66.17889690823716,92.10564958261445,23.569411571149057,24.631426623208075,222348
2020-02-02,99.64235029907465,100.9437064994445,28.613121231813032,77.58133181396427,176874
2020-02-03,67.33891938981373,110.17608754027953,51.862778104242636,86.84619169069026,331717
2020-02-04,59.816103800817075,101.49875111752101,55.22075404244721,77.02107095414256,753423
2020-02-05,76.67841096585502,119.21849425810083,44.70798976368259,100.99290765675963,871019
2020-02-06,65.18090024053568,65.23318636743078,57.266401874708144,59.76167582592096,596791
2020-02-07,74.94014537062355,118.19223788581098,29.272191853938523,53.955823038208706,662153
2020-02-08,75.80975099972183,118.97966826565198,73.88505476251387,109.84716135308582,657615
2020-02-09,81.86537800913558,116.28921915044091,33.349826215569564,38.30760975083781,556123
2020-02-10,77.33552077559497,109.46869925128964,62.71704289750495,93.9899549372034,205097
2020-02-11,65.63503769408811,84.8768478393955,56.401365345871554,67.31543069788684,713660
2020-02-12,72.47319531819406,112.00852577232519,42.76372145538064,91.50814594949519,763471
2020-02-13,53.21090053888146,80.3360830773859,49.379209042069135,64.63670264660215,558426
2020-02-14,99.67328157094414,105.12278103326727,37.178331970534416,41.00908225473004,380169
2020-02-15,63.84277822511865,109.80726693664693,54.60463034691574,90.08517210518963,736679
2020-02-16,90.99922390835914,93.250729203296,89.29975137567787,89.78339002875944,596297
2020-02-17,50.97287801875751,71.79601576957818,39.80809608614516,46.43012011749035,947605
2020-02-18,76.35398589559429,114.30747796310882,34.455177518353324,62.69667781993868,731131
2020-02-19,84.43056266076785,91.7000894959969,35.28609901536219,79.54110863073143,947534
2020-02-20,78.02047403643301,98.83780271011227,64.29646862856205,67.3808906743687,186157
2020-02-21,88.995317161991,90.97041079516418,63.34272519024954,80.89397441432267,916559
2020-02-22,65.33756735478852,83.59095262596014,54.79698358583711,65.24578257663285,657959
2020-02-23,57.660415400504846,107.80904693770802,42.62831706048276,74.72096238803636,224176
2020-02-24,94.91295245409759,100.32862404834225,52.09194165640777,97.87992209636349,582520
2020-02-25,85.68472939482986,106.60282452963817,58.74738370943953,60.78256007431124,412928
2020-02-26,86.61635476193209,106.37171930094016,85.44744302555208,86.20717806741503,429412
2020-02-27,64.06268003787103,75.83123863221479,46.46755946175191,57.56388205734978,683375
2020-02-28,95.0175842964999,109.51807055692545,22.07257239216854,30.03289993011751,195583
2020-02-29,54.42716120781964,88.95490058332763,27.352408025280756,66.19124513305522,550427
2020-03-01,57.721359253805396,119.19309313772439,22.91693977097517,116.0860165755245,249145
2020-03-02,51.45873063985155,84.19125355937399,39.88942617624683,43.9286192038239,760462
2020-03-03,72.48642043571459,109.06752387115998,24.706309321227405,97.51984445057414,920223
2020-03-04,91.37650528419402,102.20910262107961,27.29738883440197,90.67164142468532,231347
2020-03-05,95.5376570750665,115.19193003029625,64.75266366115703,112.4134056284285,941096
2020-03-06,62.361427193980724,88.174026292251,59.91746372480886,73.57430759597109,132904
2020-03-07,58.18600929836705,86.4269368940322,24.74185112226273,46.24885619374862,209682
2020-03-08,71.88955183649257,108.97783706429023,41.40290239833987,86.44067489635434,948011
2020-03-09,73.85121266349718,108.95147733123898,20.811951466412335,47.00630058912908,427538
2020-03-10,58.11676581357251,94.80919059517493,46.70279427793052,53.04929634354483,843935
2020-03-11,93.14575922914597,108.14864321935727,38.213620722794445,80.3645722974649,174342
2020-03-12,63.2936171016689,118.7318496478922,23.634418512715424,25.947098175986767,825792
2020-03-13,63.20535290588249,100.88445217188303,20.141973354820287,76.69554056136346,332703
2020-03-14,83.38164251308362,85.61266233000215,78.37466529022763,81.79061716530522,483529
2020-03-15,88.69001247657852,117.58566297257565,72.14772311771475,75.53275283315067,433006
